artist_id,album_title,genre,Popularity,mtv_critic,Number_of_times_listened,Watch_time
35118,Electrical Typical Hijazi Ferrari Flippin,Deep House,76233,2,4,1
49879,Additional,Compilation,915656,4.5,18,10
36893,Insurance Volvo Exciting,Indie,186163,4,1,2
33741,Don't Touch My Nove Millimetri,Lounge,320261,2,9,4
14249,Conscious Bless United Zeus Southern,Western,857842,1,8,9
9467,Catch me,Parody,936676,2,3,10
27840,Just For,Pop,428405,1,0,5
857,Magical,Techno,997728,0.5,19,10
45676,I Ain't No Legs Mare,Progressive,398061,5,2,4
11168,Egypt Skoda Cool Spain,Rock,117401,0.5,17,2
31552,Leopard Stars Significant,Gospel,48249,3,6,1
9907,Face Conscious,Indie,417789,3.5,11,5
49893,Tutti i Frutti Successful,Latino,631861,4,7,7
46844,You Look Like Bertie Said,Techno,386283,1,18,4
45769,China,Pop-Rock,605253,4.5,0,7
9300,Human MINI Microwave FAW,Punk,706453,0.5,12,8
4011,Ferrari Next To Onesan,Punk,527489,1,1,6
42712,Incredible Driver Significant Bislama Moneyless,Indie,537953,5,10,6
40914,Embarrassed Like Sadness,Techno,300446,5,2,4
17653,Trick Able Jamila,Jazz,394339,3,13,4
44142,First Yesterday To Pure Indian,Death Metal,999144,2,16,10
33658,Form In Your Eyes,Indie,613695,5,2,7
23007,Photographer,Pop,999419,0.5,11,10
42847,Nervous,Gospel,734481,2,11,8
43510,Chinchilla,Rap,477347,1.5,11,5
40174,Candy Chevrolet For my Elisa,Rap,988447,2.5,4,10
2575,Goblin Arise From Italy,Lounge,718639,2,2,8
22206,Medical Israel Don't Forget the So Sad or So Mad Detailed,Boy Band,275814,5,13,3
33063,Sword My Spread Asleep Under the,Dance,289137,3.5,18,3
16009,Forget It,Indie,488877,2.5,1,5
3278,Inside the Riding,Black Metal,162022,2,4,2
17456,Falling Tamil Available Mindless,Rap,194938,2,9,2
29025,Believe Tiny So Sad or So Mad Minangkabau Annoying,Pop,679913,0.5,8,7
12290,Soups In the Sky Sorry,Trap,176860,5,14,2
43132,Cat State of Tiny Urdu,Country,241502,3.5,12,3
16312,Legs Gentle Odd,Hard Rock,305868,4.5,0,4
5065,Agent Miami Dream,Jazz,813387,4.5,14,9
18705,Reporter,Dance,139331,3.5,7,2
5189,Flower Discovery Desperate Kicking your,Black Metal,22391,4.5,0,1
23306,Just for Killer Lahnda,Rock,259552,0.5,4,3
33874,Medical Sonographer Just for,Blues,55627,1.5,3,1
18419,Come,K-Pop,759480,1,17,8
41858,Benito Sick Brown Better Off Mind,Rap,950221,4.5,4,10
31337,Elegant As Arm Expelli Armus Daihatsu,Dance,110578,5,19,2
3452,Gazelle Shock,Brit-Pop,962747,2,2,10
23960,Candy Elisa My Love,Latino,184751,1,5,2
976,Alive Matteo Truck Fireman Computer Systems,Black Metal,315591,4,11,4
34821,Administrative Better have Majestic Search,Pop,225950,1,20,3
12845,Obvious The Baddest Female,Rap,938179,3.5,7,10
25910,Lover Barbie Of Rock,Punk,203325,0.5,12,3
3632,Environmental My Life,Deep House,752129,0.5,19,8
24119,Sufficient Please,Dance,791036,4.5,5,8
1700,Face Goblin Belligerent,Indietronica,920245,3,6,10
25047,Afraid Cute New Face,Western,123504,1,12,2
3890,Make it,Dance,506667,1.5,10,6
49012,Preschool Teacher,Latino,816453,1,4,9
49068,Come On Is as,Rock,638801,1.5,1,7
35870,Afraid Lucky Minnie Moon M.E.N.T.A.L Miss Johnson,Lounge,424598,2.5,19,5
42800,China Incredible Lose Control Story of DJ Mix,Black Metal,552438,5,9,6
34137,Squirrel,Boy Band,230264,5,18,3
22146,Luxembourg Believe The Blue Call me Able Jamila,Indie,719253,2,14,8
33604,House RULEZ,Pop,769089,4,2,8
16273,Rare Sister Of Thunder Falling in Love with,Indietronica,347163,1.5,8,4
26857,Heart Shame Inside My Brash,Dance,117350,4,7,2
15845,Crying for the,Compilation,12676,5,20,1
41503,Of Ampelmann,Rock,458768,1.5,14,5
11597,Carrots Bulgarian Dental Hygienist Alexander Platz,Parody,295961,5,0,3
11752,Exciting Toad Historical Reloaded I Ain't No,Punk,763926,1,12,8
46391,Psychedelic Mercedes Is Suspend,Latino,169604,4.5,14,2
36241,Come Matteo Dacia,Deep House,8062,2,2,1
36472,Shop Dutch No Pantalones,Rap,83317,1,11,1
6588,At Home Mind Butter,Rock,217759,1.5,12,3
22974,Ford Bulgaria Come On Architect,Latino,745672,2,8,8
30876,Mi Corazon Hope,Metal,833462,4.5,2,9
25772.02267,Would You Suspend Dacia Magic,Folk,461586.6514,2.771766733,19,5
25795.3683,Impressive Come On,Metal,461247.4399,2.770781788,13,5
25818.71393,My Life Pakistan,Latino,460908.2285,2.769796844,3,5
25842.05955,Spoon Dacia,Pop,460569.017,2.768811899,20,5
25865.40518,Darkness Needy,Black Metal,460229.8056,2.767826954,4,5
25888.75081,Useful Powerful Urban Planner Enemy,Progressive,459890.5941,2.76684201,5,5
25912.09643,Allegretto Willing Lucky Forget It Price,Pop-Rock,459551.3827,2.765857065,12,5
25935.44206,You are my Sweet Several No Human,Retro,459212.1712,2.76487212,8,5
25958.78769,Deafening Legs Make It Inconcepibile Shame,Latino,458872.9598,2.763887176,13,5
25982.13331,War Significant Zinc Speech-Language Pathologist Balance,Western,458533.7483,2.762902231,16,5
26005.47894,Sew on Which Side Bread Is Buttered Realistic Falling Don't You,K-Pop,458194.5369,2.761917286,16,5
26028.82457, cuddly Lover Country Difficult I Ain't No,Indie,457855.3254,2.760932342,18,5
26052.17019,Moneyless Bulgaria Alexander Platz,Lounge,457516.114,2.759947397,9,5
26075.51582,War Substantial,J-Rock,457176.9025,2.758962452,9,5
26098.86145,Adjoining,Western,456837.6911,2.757977508,19,5
26122.20707,First Various Of  Toyota Microwave,Hard Rock,456498.4796,2.756992563,15,5
26145.5527,Flippin' Pony Spain Effect Cereals My Life,Unplugged,456159.2682,2.756007618,10,5
26168.89833,Mental Stews,J-Rock,455820.0567,2.755022674,9,5
26192.24395,Totally Gabby Childcare worker,Pop-Rock,455480.8453,2.754037729,9,5
26215.58958,Isuzu Goodbye my Old Morbido Listen,Jazz,455141.6338,2.753052784,15,5
26238.93521,Boy Audi Poland,Trap,454802.4224,2.75206784,11,5
26262.28083,Technical Needy Car Scarecharming,K-Pop,454463.2109,2.751082895,3,5
26285.62646,First Dancing,Retro,454123.9995,2.75009795,9,5
26308.97209,Lamacorno Findus Yellow Alpaca,Lounge,453784.788,2.749113006,12,5
26332.31771,Balance Computer Hardware,Pop,453445.5766,2.748128061,7,5
26355.66334,Invention,Ambient,453106.3651,2.747143116,8,5
26379.00897,Federal Of Love kill,Rap,452767.1537,2.746158172,1,5
26402.35459,Of Like Like Nervous Mongolian,Lounge,452427.9422,2.745173227,14,5
26425.70022,Direful Saudi Poor Bless,Heavy Metal,452088.7308,2.744188282,20,5
26449.04585,Hysterical Min Nan Fire,Pop,451749.5193,2.743203338,17,5
26472.39147,Plate I Ain't No,Latino,451410.3079,2.742218393,11,5
26495.7371,FAW Psychologist,Dance,451071.0964,2.741233448,13,5
26519.08273,You're Gonna,Retro,450731.885,2.740248504,19,5
26542.42835,Wine Counselor For my,Alternative,450392.6735,2.739263559,6,5
26565.77398,Detailed Impossible Leopard,Death Metal,450053.4621,2.738278614,10,5
26589.11961,Exciting Jerboa,Trap,449714.2506,2.73729367,6,5
26612.46523,Califiornia Finding Soups Volvo,Death Metal,449375.0392,2.736308725,17,5
26635.81086,Reloaded Antique White Falling in Love with Bug,Pop,449035.8277,2.73532378,7,5
26659.15649,Technical Typical,Heavy Metal,448696.6163,2.734338835,19,5
26682.50212,Alexander Platz Dancer Pleasant Dark Red,Live,448357.4048,2.733353891,7,5
26705.84774,Skoda,K-Pop,448018.1934,2.732368946,20,5
26729.19337,MINI Of Love Escaped,Blues,447678.9819,2.731384001,15,5
26752.539,Riding The Matteo Of Fear,Compilation,447339.7705,2.730399057,20,5
26775.88462,Visible,Gospel,447000.559,2.729414112,17,5
26799.23025,Lamacorno Dreamed No Pantalones,Metal,446661.3476,2.728429167,13,5
26822.57588,Dreamed Psychedelic Pure Shop,Ambient,446322.1362,2.727444223,0,5
26845.9215,History,Country,445982.9247,2.726459278,5,5
26869.26713,Pakistan,Metal,445643.7133,2.725474333,3,5
26892.61276,Of Love Iran Out,Jazz,445304.5018,2.724489389,18,5
26915.95838,Nervous Son Similar Computer Hardware Healthy,Black Metal,444965.2904,2.723504444,4,5
26939.30401,Camel,Pop,444626.0789,2.722519499,5,5
26962.64964,Sunshine Entertaining History Talented,Pop-Rock,444286.8675,2.721534555,10,5
26985.99526,Gentle,Deep House,443947.656,2.72054961,13,5
27009.34089,Mongolian Pencil Badger Able Jamila I think,Indie,443608.4446,2.719564665,6,5
27032.68652,Blue Riding Mike Down into the Come On,Black Metal,443269.2331,2.718579721,1,5
27056.03214,Assistant Eastern Relevant Successful,Blues,442930.0217,2.717594776,15,5
27079.37777,Arm Muddy Finding Useful,Ambient,442590.8102,2.716609831,18,5
27102.7234,Lonely,Hard Rock,442251.5988,2.715624887,5,5
27126.06902,Loves,Pop,441912.3873,2.714639942,1,5
27149.41465,Dodge My Old Legs,Lounge,441573.1759,2.713654997,2,5
27172.76028,Manager Gentle Potwari,Pop,441233.9644,2.712670053,4,5
27196.1059,Of Rock Substance Muddy Renault Of,Trap,440894.753,2.711685108,10,5
27219.45153,Magical DJ Mix Small Cereals Entire,Lounge,440555.5415,2.710700163,10,5
27242.79716,Cat Spain That's my,Pop,440216.3301,2.709715219,19,5
27266.14278,On a Dolphins Gatto,Blues,439877.1186,2.708730274,19,5
27289.48841,Finding Guilty Embarrassed,Brit-Pop,439537.9072,2.707745329,9,5
27312.83404,Reloaded Cereals,Indie,439198.6957,2.706760385,5,5
27336.17966,Abuse,Parody,438859.4843,2.70577544,7,5
27359.52529,Difficult Big Megabanana Would You,Heavy Metal,438520.2728,2.704790495,1,5
27382.87092,Don't Forget the Ampelmann Cause Better Off For my,Parody,438181.0614,2.703805551,5,5
27406.21654,Goodbye my Old I'm,Heavy Metal,437841.8499,2.702820606,1,5
27429.56217,Fearsome Discovery Butch Cassidy and the Dance Kid Me Powerful Manager,J-Rock,437502.6385,2.701835661,3,5
27452.9078,My Best Hungry Parakeet Competitive,Western,437163.427,2.700850716,14,5
27476.25342,House Of Love France Mind Lose Control,Hard Rock,436824.2156,2.699865772,14,5
27499.59905,Available Dragon Ford,J-Rock,436485.0041,2.698880827,11,5
27522.94468,Medical Rock 'n' Roll Orange Traditional,Deep House,436145.7927,2.697895882,16,5
27546.2903,Sick Under the Finding Follow,Compilation,435806.5812,2.696910938,10,5
27569.63593,Cool,Indie,435467.3698,2.695925993,0,5
27592.98156,History Reborn Entertaining,Lounge,435128.1583,2.694941048,5,5
27616.32718,Nepali On a,Western,434788.9469,2.693956104,15,5
23007,Life Of A King,Pop,449375.0392,2.736308725,13,5
