artist_id,album_title,genre,Popularity,mtv_critic,Number_of_times_listened,Watch_time
38798,Matteo Noodles,Blues,499069,2.5,4,5
112,Financial Latter,Compilation,635575,4,1,7
18691,Pharmacist Final Form,Gospel,807633,5,6,9
5997,Don't Forget the,Metal,853478,2,9,9
9610,Pies Sufficient Hare,Ambient,222783,0.5,6,3
27676,Song More,Country,444808,3,5,5
25344,Interesting Pure Important Camel Adventure of the,Metal,737881,5,8,8
5436,Nice Federal Sandwiches Existing Southern,Jazz,507873,5,1,6
49539,Butter,Black Metal,212345,4,7,3
28263,Mister Sing My Asset Yellow,Pop,916873,2,5,10
3664,Ampelmann Hear Psychedelic For Us,Pop-Rock,44603,2,3,1
19380,Bertie Said Lion Music Shaggy,Deep House,754243,3,7,8
37637,Electrical Alan On a My Cause,Indie,911157,4,3,10
14282,That's My Ultra-Maximus Lamb,Black Metal,980691,3.5,7,10
27216,Jinyu,Blues,268349,5,10,3
15372,East Timor Educational,Ambient,631337,4,4,7
4412,Ride You Biker Beer,Hard Rock,295464,5,6,3
11235,Mathematician Behind Italian Sports,Pop,894973,5,4,9
7355,Terrible Bear In the Sky Able Jamila,Lounge,977546,2,1,10
45552,White Eat Drink and Be Merry,Pop,340630,4.5,5,4
21413,Garden,Trap,959731,4,8,10
15112,Inside My,Lounge,193097,1,10,2
22284,Eastern Tree Jordan,Pop,332163,4,6,4
14327,Rupert Incredible Practical Gentle Relax,Blues,562963,4,4,6
21382,Shy Estar,Brit-Pop,848426,3.5,9,9
13739,Obvious Listen Afraid So Intuitive Pakistan,Indie,416729,3.5,5,5
29614,Ambra Inside Out,Parody,212667,2,10,3
33675,Falling Believe,Heavy Metal,58206,3.5,6,1
13353,Good Ugly Of Love,Parody,589278,0.5,6,6
17330,Guttural Gentle,Heavy Metal,63276,2,4,1
31345,Gazelle Smart Brown Effect Finding,J-Rock,432911,3.5,8,5
20402,Hanger Arrange Nepal,Western,474724,2,8,5
44235,Magic Hunted Elephant Guttural,Hard Rock,440469,3.5,3,5
3684,Maria Dance,J-Rock,14429,4,4,1
35118,Electrical Typical Hijazi Ferrari Flippin,Deep House,76233,2,4,1
49879,Additional,Compilation,915656,4.5,8,10
36893,Insurance Volvo Exciting,Indie,186163,4,1,2
33741,Don't Touch My Nove Millimetri,Lounge,320261,2,4,4
14249,Conscious Bless United Zeus Southern,Western,857842,1,4,9
9467,Catch me,Parody,936676,2,4,10
27840,Just For,Pop,428405,1,7,5
857,Magical,Techno,997728,0.5,9,10
45676,I Ain't No Legs Mare,Progressive,398061,5,4,4
11168,Egypt Skoda Cool Spain,Rock,117401,0.5,5,2
31552,Leopard Stars Significant,Gospel,48249,3,10,1
9907,Face Conscious,Indie,417789,3.5,6,5
49893,Tutti i Frutti Successful,Latino,631861,4,8,7
46844,You Look Like Bertie Said,Techno,386283,1,8,4
45769,China,Pop-Rock,605253,4.5,7,7
9300,Human MINI Microwave FAW,Punk,706453,0.5,6,8
4011,Ferrari Next To Onesan,Punk,527489,1,6,6
42712,Incredible Driver Significant Bislama Moneyless,Indie,537953,5,10,6
40914,Embarrassed Like Sadness,Techno,300446,5,4,4
17653,Trick Able Jamila,Jazz,394339,3,7,4
44142,First Yesterday To Pure Indian,Death Metal,999144,2,5,10
33658,Form In Your Eyes,Indie,613695,5,5,7
23007,Photographer,Pop,999419,0.5,10,10
42847,Nervous,Gospel,734481,2,1,8
43510,Chinchilla,Rap,477347,1.5,5,5
40174,Candy Chevrolet For my Elisa,Rap,988447,2.5,4,10
2575,Goblin Arise From Italy,Lounge,718639,2,6,8
22206,Medical Israel Don't Forget the So Sad or So Mad Detailed,Boy Band,275814,5,5,3
33063,Sword My Spread Asleep Under the,Dance,289137,3.5,3,3
16009,Forget It,Indie,488877,2.5,3,5
3278,Inside the Riding,Black Metal,162022,2,4,2
17456,Falling Tamil Available Mindless,Rap,194938,2,4,2
29025,Believe Tiny So Sad or So Mad Minangkabau Annoying,Pop,679913,0.5,2,7
12290,Soups In the Sky Sorry,Trap,176860,5,7,2
43132,Cat State of Tiny Urdu,Country,241502,3.5,2,3
16312,Legs Gentle Odd,Hard Rock,305868,4.5,5,4
5065,Agent Miami Dream,Jazz,813387,4.5,2,9
18705,Reporter,Dance,139331,3.5,10,2
5189,Flower Discovery Desperate Kicking your,Black Metal,22391,4.5,1,1
23306,Just for Killer Lahnda,Rock,259552,0.5,3,3
33874,Medical Sonographer Just for,Blues,55627,1.5,5,1
18419,Come,K-Pop,759480,1,3,8
41858,Benito Sick Brown Better Off Mind,Rap,950221,4.5,4,10
31337,Elegant As Arm Expelli Armus Daihatsu,Dance,110578,5,5,2
3452,Gazelle Shock,Brit-Pop,962747,2,7,10
23960,Candy Elisa My Love,Latino,184751,1,6,2
976,Alive Matteo Truck Fireman Computer Systems,Black Metal,315591,4,2,4
34821,Administrative Better have Majestic Search,Pop,225950,1,7,3
12845,Obvious The Baddest Female,Rap,938179,3.5,6,10
25910,Lover Barbie Of Rock,Punk,203325,0.5,2,3
3632,Environmental My Life,Deep House,752129,0.5,7,8
24119,Sufficient Please,Dance,791036,4.5,5,8
1700,Face Goblin Belligerent,Indietronica,920245,3,1,10
25047,Afraid Cute New Face,Western,123504,1,9,2
3890,Make it,Dance,506667,1.5,6,6
49012,Preschool Teacher,Latino,816453,1,1,9
49068,Come On Is as,Rock,638801,1.5,1,7
35870,Afraid Lucky Minnie Moon M.E.N.T.A.L Miss Johnson,Lounge,424598,2.5,4,5
42800,China Incredible Lose Control Story of DJ Mix,Black Metal,552438,5,1,6
34137,Squirrel,Boy Band,230264,5,9,3
22146,Luxembourg Believe The Blue Call me Able Jamila,Indie,719253,2,3,8
33604,House RULEZ,Pop,769089,4,4,8
16273,Rare Sister Of Thunder Falling in Love with,Indietronica,347163,1.5,9,4
26857,Heart Shame Inside My Brash,Dance,117350,4,5,2
15845,Crying for the,Compilation,12676,5,8,1
41503,Of Ampelmann,Rock,458768,1.5,2,5
11597,Carrots Bulgarian Dental Hygienist Alexander Platz,Parody,295961,5,10,3
11752,Exciting Toad Historical Reloaded I Ain't No,Punk,763926,1,7,8
46391,Psychedelic Mercedes Is Suspend,Latino,169604,4.5,3,2
36241,Come Matteo Dacia,Deep House,8062,2,9,1
36472,Shop Dutch No Pantalones,Rap,83317,1,2,1
6588,At Home Mind Butter,Rock,217759,1.5,8,3
22974,Ford Bulgaria Come On Architect,Latino,745672,2,8,8
30876,Mi Corazon Hope,Metal,833462,4.5,7,9
artist_id,Would You Suspend Dacia Magic,genre,num_of_sales,mtv_critic,10,#VALUE!
25772.02267,Impressive Come On,Folk,461586.6514,2.771766733,1,5
25795.3683,My Life Pakistan,Metal,461247.4399,2.770781788,4,5
25818.71393,Spoon Dacia,Latino,460908.2285,2.769796844,4,5
25842.05955,Darkness Needy,Pop,460569.017,2.768811899,2,5
25865.40518,Useful Powerful Urban Planner Enemy,Black Metal,460229.8056,2.767826954,1,5
25888.75081,Allegretto Willing Lucky Forget It Price,Progressive,459890.5941,2.76684201,8,5
25912.09643,You are my Sweet Several No Human,Pop-Rock,459551.3827,2.765857065,2,5
25935.44206,Deafening Legs Make It Inconcepibile Shame,Retro,459212.1712,2.76487212,2,5
25958.78769,War Significant Zinc Speech-Language Pathologist Balance,Latino,458872.9598,2.763887176,7,5
25982.13331,Sew on Which Side Bread Is Buttered Realistic Falling Don't You,Western,458533.7483,2.762902231,8,5
26005.47894, cuddly Lover Country Difficult I Ain't No,K-Pop,458194.5369,2.761917286,10,5
26028.82457,Moneyless Bulgaria Alexander Platz,Indie,457855.3254,2.760932342,5,5
26052.17019,War Substantial,Lounge,457516.114,2.759947397,1,5
26075.51582,Adjoining,J-Rock,457176.9025,2.758962452,9,5
26098.86145,First Various Of  Toyota Microwave,Western,456837.6911,2.757977508,5,5
26122.20707,Flippin' Pony Spain Effect Cereals My Life,Hard Rock,456498.4796,2.756992563,1,5
26145.5527,Mental Stews,Unplugged,456159.2682,2.756007618,8,5
26168.89833,Totally Gabby Childcare worker,J-Rock,455820.0567,2.755022674,9,5
26192.24395,Isuzu Goodbye my Old Morbido Listen,Pop-Rock,455480.8453,2.754037729,8,5
26215.58958,Boy Audi Poland,Jazz,455141.6338,2.753052784,8,5
26238.93521,Technical Needy Car Scarecharming,Trap,454802.4224,2.75206784,9,5
26262.28083,First Dancing,K-Pop,454463.2109,2.751082895,1,5
26285.62646,Lamacorno Findus Yellow Alpaca,Retro,454123.9995,2.75009795,5,5
26308.97209,Balance Computer Hardware,Lounge,453784.788,2.749113006,5,5
26332.31771,Invention,Pop,453445.5766,2.748128061,1,5
26355.66334,Federal Of Love kill,Ambient,453106.3651,2.747143116,9,5
26379.00897,Of Like Like Nervous Mongolian,Rap,452767.1537,2.746158172,3,5
26402.35459,Direful Saudi Poor Bless,Lounge,452427.9422,2.745173227,6,5
26425.70022,Hysterical Min Nan Fire,Heavy Metal,452088.7308,2.744188282,9,5
26449.04585,Plate I Ain't No,Pop,451749.5193,2.743203338,10,5
26472.39147,FAW Psychologist,Latino,451410.3079,2.742218393,1,5
26495.7371,You're Gonna,Dance,451071.0964,2.741233448,8,5
26519.08273,Wine Counselor For my,Retro,450731.885,2.740248504,4,5
26542.42835,Detailed Impossible Leopard,Alternative,450392.6735,2.739263559,5,5
26565.77398,Exciting Jerboa,Death Metal,450053.4621,2.738278614,4,5
26589.11961,Califiornia Finding Soups Volvo,Trap,449714.2506,2.73729367,10,5
26612.46523,Reloaded Antique White Falling in Love with Bug,Death Metal,449375.0392,2.736308725,2,5
26635.81086,Technical Typical,Pop,449035.8277,2.73532378,2,5
26659.15649,Alexander Platz Dancer Pleasant Dark Red,Heavy Metal,448696.6163,2.734338835,6,5
26682.50212,Skoda,Live,448357.4048,2.733353891,1,5
26705.84774,MINI Of Love Escaped,K-Pop,448018.1934,2.732368946,9,5
26729.19337,Riding The Matteo Of Fear,Blues,447678.9819,2.731384001,5,5
26752.539,Visible,Compilation,447339.7705,2.730399057,1,5
26775.88462,Lamacorno Dreamed No Pantalones,Gospel,447000.559,2.729414112,8,5
26799.23025,Dreamed Psychedelic Pure Shop,Metal,446661.3476,2.728429167,10,5
26822.57588,History,Ambient,446322.1362,2.727444223,4,5
26845.9215,Pakistan,Country,445982.9247,2.726459278,10,5
26869.26713,Of Love Iran Out,Metal,445643.7133,2.725474333,3,5
26892.61276,Nervous Son Similar Computer Hardware Healthy,Jazz,445304.5018,2.724489389,2,5
26915.95838,Camel,Black Metal,444965.2904,2.723504444,10,5
26939.30401,Sunshine Entertaining History Talented,Pop,444626.0789,2.722519499,5,5
26962.64964,Gentle,Pop-Rock,444286.8675,2.721534555,2,5
26985.99526,Mongolian Pencil Badger Able Jamila I think,Deep House,443947.656,2.72054961,2,5
27009.34089,Blue Riding Mike Down into the Come On,Indie,443608.4446,2.719564665,10,5
27032.68652,Assistant Eastern Relevant Successful,Black Metal,443269.2331,2.718579721,1,5
27056.03214,Arm Muddy Finding Useful,Blues,442930.0217,2.717594776,10,5
27079.37777,Lonely,Ambient,442590.8102,2.716609831,1,5
27102.7234,Loves,Hard Rock,442251.5988,2.715624887,2,5
27126.06902,Dodge My Old Legs,Pop,441912.3873,2.714639942,2,5
27149.41465,Manager Gentle Potwari,Lounge,441573.1759,2.713654997,5,5
27172.76028,Of Rock Substance Muddy Renault Of,Pop,441233.9644,2.712670053,3,5
27196.1059,Magical DJ Mix Small Cereals Entire,Trap,440894.753,2.711685108,5,5
27219.45153,Cat Spain That's my,Lounge,440555.5415,2.710700163,6,5
27242.79716,On a Dolphins Gatto,Pop,440216.3301,2.709715219,3,5
27266.14278,Finding Guilty Embarrassed,Blues,439877.1186,2.708730274,10,5
27289.48841,Reloaded Cereals,Brit-Pop,439537.9072,2.707745329,8,5
27312.83404,Abuse,Indie,439198.6957,2.706760385,5,5
27336.17966,Difficult Big Megabanana Would You,Parody,438859.4843,2.70577544,2,5
27359.52529,Don't Forget the Ampelmann Cause Better Off For my,Heavy Metal,438520.2728,2.704790495,4,5
27382.87092,Goodbye my Old I'm,Parody,438181.0614,2.703805551,7,5
27406.21654,Fearsome Discovery Butch Cassidy and the Dance Kid Me Powerful Manager,Heavy Metal,437841.8499,2.702820606,5,5
27429.56217,My Best Hungry Parakeet Competitive,J-Rock,437502.6385,2.701835661,4,5
27452.9078,House Of Love France Mind Lose Control,Western,437163.427,2.700850716,5,5
27476.25342,Available Dragon Ford,Hard Rock,436824.2156,2.699865772,1,5
27499.59905,Medical Rock 'n' Roll Orange Traditional,J-Rock,436485.0041,2.698880827,3,5
27522.94468,Sick Under the Finding Follow,Deep House,436145.7927,2.697895882,2,5
27546.2903,Cool,Compilation,435806.5812,2.696910938,6,5
27569.63593,History Reborn Entertaining,Indie,435467.3698,2.695925993,5,5
27592.98156,Nepali On a,Lounge,435128.1583,2.694941048,3,5
