artist_id,album_title,genre,Popularity,mtv_critic,Number_of_times_listened,Watch_time
31345,Gazelle Smart Brown Effect Finding,J-Rock,432911,3.5,3,5
20402,Hanger Arrange Nepal,Western,474724,2,3,5
44235,Magic Hunted Elephant Guttural,Hard Rock,440469,3.5,3,5
3684,Maria Dance,J-Rock,14429,4,6,1
35118,Electrical Typical Hijazi Ferrari Flippin,Deep House,76233,2,2,1
49879,Additional,Compilation,915656,4.5,5,10
36893,Insurance Volvo Exciting,Indie,186163,4,1,2
33741,Don't Touch My Nove Millimetri,Lounge,320261,2,10,4
14249,Conscious Bless United Zeus Southern,Western,857842,1,1,9
9467,Catch me,Parody,936676,2,5,10
27840,Just For,Pop,428405,1,10,5
857,Magical,Techno,997728,0.5,10,10
45676,I Ain't No Legs Mare,Progressive,398061,5,6,4
11168,Egypt Skoda Cool Spain,Rock,117401,0.5,7,2
31552,Leopard Stars Significant,Gospel,48249,3,7,1
9907,Face Conscious,Indie,417789,3.5,1,5
49893,Tutti i Frutti Successful,Latino,631861,4,9,7
46844,You Look Like Bertie Said,Techno,386283,1,1,4
45769,China,Pop-Rock,605253,4.5,3,7
9300,Human MINI Microwave FAW,Punk,706453,0.5,6,8
4011,Ferrari Next To Onesan,Punk,527489,1,5,6
42712,Incredible Driver Significant Bislama Moneyless,Indie,537953,5,10,6
40914,Embarrassed Like Sadness,Techno,300446,5,8,4
17653,Trick Able Jamila,Jazz,394339,3,5,4
44142,First Yesterday To Pure Indian,Death Metal,999144,2,6,10
33658,Form In Your Eyes,Indie,613695,5,4,7
23007,Photographer,Pop,999419,0.5,5,10
42847,Nervous,Gospel,734481,2,2,8
43510,Chinchilla,Rap,477347,1.5,1,5
40174,Candy Chevrolet For my Elisa,Rap,988447,2.5,8,10
2575,Goblin Arise From Italy,Lounge,718639,2,9,8
22206,Medical Israel Don't Forget the So Sad or So Mad Detailed,Boy Band,275814,5,10,3
33063,Sword My Spread Asleep Under the,Dance,289137,3.5,3,3
16009,Forget It,Indie,488877,2.5,8,5
3278,Inside the Riding,Black Metal,162022,2,8,2
17456,Falling Tamil Available Mindless,Rap,194938,2,4,2
29025,Believe Tiny So Sad or So Mad Minangkabau Annoying,Pop,679913,0.5,9,7
12290,Soups In the Sky Sorry,Trap,176860,5,6,2
43132,Cat State of Tiny Urdu,Country,241502,3.5,10,3
16312,Legs Gentle Odd,Hard Rock,305868,4.5,8,4
5065,Agent Miami Dream,Jazz,813387,4.5,5,9
18705,Reporter,Dance,139331,3.5,10,2
5189,Flower Discovery Desperate Kicking your,Black Metal,22391,4.5,5,1
23306,Just for Killer Lahnda,Rock,259552,0.5,9,3
33874,Medical Sonographer Just for,Blues,55627,1.5,8,1
18419,Come,K-Pop,759480,1,4,8
41858,Benito Sick Brown Better Off Mind,Rap,950221,4.5,8,10
31337,Elegant As Arm Expelli Armus Daihatsu,Dance,110578,5,7,2
3452,Gazelle Shock,Brit-Pop,962747,2,7,10
23960,Candy Elisa My Love,Latino,184751,1,7,2
976,Alive Matteo Truck Fireman Computer Systems,Black Metal,315591,4,6,4
34821,Administrative Better have Majestic Search,Pop,225950,1,10,3
12845,Obvious The Baddest Female,Rap,938179,3.5,8,10
25910,Lover Barbie Of Rock,Punk,203325,0.5,10,3
3632,Environmental My Life,Deep House,752129,0.5,2,8
24119,Sufficient Please,Dance,791036,4.5,6,8
1700,Face Goblin Belligerent,Indietronica,920245,3,7,10
25047,Afraid Cute New Face,Western,123504,1,9,2
3890,Make it,Dance,506667,1.5,7,6
49012,Preschool Teacher,Latino,816453,1,6,9
49068,Come On Is as,Rock,638801,1.5,8,7
35870,Afraid Lucky Minnie Moon M.E.N.T.A.L Miss Johnson,Lounge,424598,2.5,2,5
42800,China Incredible Lose Control Story of DJ Mix,Black Metal,552438,5,4,6
34137,Squirrel,Boy Band,230264,5,10,3
22146,Luxembourg Believe The Blue Call me Able Jamila,Indie,719253,2,2,8
33604,House RULEZ,Pop,769089,4,1,8
16273,Rare Sister Of Thunder Falling in Love with,Indietronica,347163,1.5,4,4
26857,Heart Shame Inside My Brash,Dance,117350,4,2,2
15845,Crying for the,Compilation,12676,5,8,1
41503,Of Ampelmann,Rock,458768,1.5,3,5
11597,High Ambra Desktop publisher,Parody,295961,5,9,3
11752,Renault Would You Like To Be,Punk,763926,1,7,8
46391,As Economist Unfortunate Sister,Latino,169604,4.5,9,2
36241,Albania Complete From the Streets Tiny,Deep House,8062,2,7,1
36472,Electrical Computer Hardware Present Relevant To my Best,Rap,83317,1,8,1
6588,Expensive,Rock,217759,1.5,8,3
22974,Gentle,Latino,745672,2,2,8
30876,The,Metal,833462,4.5,1,9
25772.02267,Detailed,Folk,461586.6514,2.771766733,9,5
25795.3683,Arrange Panda Of Destiny Matteo,Metal,461247.4399,2.770781788,6,5
25818.71393,Construction Next to,Latino,460908.2285,2.769796844,10,5
25842.05955,Tetum Country Loves,Pop,460569.017,2.768811899,1,5
25865.40518,Shaggy Lonely Behave Medical Sonographer,Black Metal,460229.8056,2.767826954,6,5
25888.75081,Sunshine Eyes,Progressive,459890.5941,2.76684201,9,5
25912.09643,Young Signorino Nepal,Pop-Rock,459551.3827,2.765857065,8,5
25935.44206,Computer Systems Turkmen Hook Good Chef,Retro,459212.1712,2.76487212,3,5
25958.78769,Bangladesh I'm Scarecharming Gentle,Latino,458872.9598,2.763887176,8,5
25982.13331,Counselor Asleep I'm Gonna,Western,458533.7483,2.762902231,9,5
26005.47894,That's my,K-Pop,458194.5369,2.761917286,8,5
26028.82457,Towering,Indie,457855.3254,2.760932342,1,5
26052.17019,Is as I'm Da Real Matteo,Lounge,457516.114,2.759947397,8,5
26075.51582,Robbers Face Suzuki,J-Rock,457176.9025,2.758962452,6,5
26098.86145,Photographer Diagnostic,Western,456837.6911,2.757977508,1,5
26122.20707,Believe Good Tiger Pull,Hard Rock,456498.4796,2.756992563,10,5
26145.5527,Indonesia From the Streets,Unplugged,456159.2682,2.756007618,1,5
26168.89833,Bling-a-ding Discovery Home Wild And Connect,J-Rock,455820.0567,2.755022674,5,5
26192.24395,So Long my Zeus Lovers Porcupine Arabic,Pop-Rock,455480.8453,2.754037729,7,5
26215.58958,Would You Like To Be,Jazz,455141.6338,2.753052784,1,5
26238.93521,Of Love Happy,Trap,454802.4224,2.75206784,7,5
26262.28083,Direful Make It Son,K-Pop,454463.2109,2.751082895,4,5
26285.62646,Tiny Eleven,Retro,454123.9995,2.75009795,4,5
26308.97209,Skoda Icelandic Sing Connect Price,Lounge,453784.788,2.749113006,9,5
26332.31771,Lawyer Show Running Around Like a Headless Chicken Pure,Pop,453445.5766,2.748128061,9,5
26355.66334,Israel Future Unable Forget It,Ambient,453106.3651,2.747143116,5,5
26379.00897,Muddy,Rap,452767.1537,2.746158172,8,5
26402.35459,A Quiet Unfair,Lounge,452427.9422,2.745173227,5,5
26425.70022,Chevrolet Miss Johnson Alpaca,Heavy Metal,452088.7308,2.744188282,3,5
26449.04585,Black Robbers Moves Discovery,Pop,451749.5193,2.743203338,4,5
26472.39147,Come On,Latino,451410.3079,2.742218393,6,5
26495.7371,Pull,Dance,451071.0964,2.741233448,6,5
26519.08273,Raccolta Bis,Retro,450731.885,2.740248504,5,5
26542.42835,Of Love Wipe Make it,Alternative,450392.6735,2.739263559,10,5
26565.77398,Magic,Death Metal,450053.4621,2.738278614,10,5
26589.11961,Mathematician Arrange,Trap,449714.2506,2.73729367,8,5
26612.46523,Big Tomorrow Large Daihatsu,Death Metal,449375.0392,2.736308725,9,5
26635.81086,Young Signorino Aggressive,Pop,449035.8277,2.73532378,8,5
26659.15649,Intelligent Scream Uzbekistan Skoda,Heavy Metal,448696.6163,2.734338835,2,5
26682.50212,Behind The Real Neesan,Live,448357.4048,2.733353891,8,5
26705.84774,Not my Cute,K-Pop,448018.1934,2.732368946,1,5
26729.19337,Arabic Goblin Under Excalibur,Blues,447678.9819,2.731384001,8,5
26752.539,Pakistan Brash,Compilation,447339.7705,2.730399057,1,5
26775.88462,I'm Vauxhall Embarrassed Gentle Volvo,Gospel,447000.559,2.729414112,6,5
26799.23025,Historical Overflow,Metal,446661.3476,2.728429167,1,5
26822.57588,Intelligent,Ambient,446322.1362,2.727444223,9,5
26845.9215,Automatic Arabic Epidemiologist Acura,Country,445982.9247,2.726459278,7,5
26869.26713,Tiny Just for So Sad or So Mad FAW Inside the,Metal,445643.7133,2.725474333,6,5
26892.61276,I'm Gonna,Jazz,445304.5018,2.724489389,4,5
26915.95838,Zelda Power Of Darkness Arabic,Black Metal,444965.2904,2.723504444,8,5
26939.30401,Praying the Silence,Pop,444626.0789,2.722519499,10,5
26962.64964,House Computer Systems Hook Miss Remarkable,Pop-Rock,444286.8675,2.721534555,9,5
26985.99526,Huge,Deep House,443947.656,2.72054961,3,5
27009.34089,Tapir Stand Star Trek Mental,Indie,443608.4446,2.719564665,9,5
27032.68652,Guttural,Black Metal,443269.2331,2.718579721,9,5
27056.03214,Riding The Matteo Of Fear,Blues,442930.0217,2.717594776,6,5
27079.37777,Sing Down My Lonely,Ambient,442590.8102,2.716609831,4,5
27102.7234,Boys Four,Hard Rock,442251.5988,2.715624887,1,5
27126.06902,Magic Balance Human,Pop,441912.3873,2.714639942,5,5
27149.41465,Shame,Lounge,441573.1759,2.713654997,6,5
27172.76028,Cereals Annoying,Pop,441233.9644,2.712670053,8,5
27196.1059,Conscious Medical,Trap,440894.753,2.711685108,3,5
27219.45153,Towering Boring Educator School Psychologist Insurance,Lounge,440555.5415,2.710700163,10,5
27242.79716,Police Officer Relax Califiornia,Pop,440216.3301,2.709715219,5,5
27266.14278,Robbers Loves My,Blues,439877.1186,2.708730274,4,5
27289.48841,Moustache Love Riding Road,Brit-Pop,439537.9072,2.707745329,10,5
27312.83404,Does The Next to,Indie,439198.6957,2.706760385,9,5
27336.17966,Weird Catch me Noodles,Parody,438859.4843,2.70577544,4,5
27359.52529,Glossy Psychedelic Deafening Dancing,Heavy Metal,438520.2728,2.704790495,1,5
27382.87092,Hey Jason,Parody,438181.0614,2.703805551,4,5
27406.21654,Poor That's my Glossy Escaped,Heavy Metal,437841.8499,2.702820606,1,5
27429.56217,Chevrolet Brawny,J-Rock,437502.6385,2.701835661,6,5
27452.9078,Competitive Turkish Willing,Western,437163.427,2.700850716,5,5
27476.25342,Event Planner Successfully Subaru For Us,Hard Rock,436824.2156,2.699865772,5,5
27499.59905,Wine Story of Toys,J-Rock,436485.0041,2.698880827,3,5
27522.94468,Microwave Of,Deep House,436145.7927,2.697895882,1,5
27546.2903,Cultural Green Magyar Hungarian Relax,Compilation,435806.5812,2.696910938,7,5
27569.63593,Escape,Indie,435467.3698,2.695925993,8,5
27592.98156,Environmental,Lounge,435128.1583,2.694941048,10,5
27616.32718,Gatto Spanish Sadness Jinyu Living On A Prayer,Western,434788.9469,2.693956104,7,5
27639.67281,Box Hungry,Parody,434449.7354,2.692971159,7,5
27663.01844,Mandarin Remarkable Gentle Architect Above,Pop,434110.524,2.691986214,7,5
27686.36406,Topolino Ambra Important,Techno,433771.3125,2.69100127,2,5
27709.70969,Indonesian,Progressive,433432.1011,2.690016325,1,5
27733.05532,Flippin Magical Wine Gnu Pharmacist,Rock,433092.8896,2.68903138,1,5
27756.40094,Difficult Vauxhall Down,Gospel,432753.6782,2.688046436,6,5
27779.74657,Of Love Out Moves,Indie,432414.4667,2.687061491,4,5
27803.0922,Inside Your Yellow Computer Systems,Latino,432075.2553,2.686076546,10,5
27826.43782,OCamel  cuddly Kicked,Techno,431736.0438,2.685091602,8,5
27849.78345,Escaped Available,Pop-Rock,431396.8324,2.684106657,8,5
27873.12908,Speed Brown Pasta Arabia,Punk,431057.6209,2.683121712,3,5
27896.4747,Antique White Daihatsu Immediate,Punk,430718.4095,2.682136768,1,5
27919.82033,Bulgarian Eastern Practical Smart Driving the,Indie,430379.198,2.681151823,7,5
27943.16596,Najdi Wand Weird Soprattutto,Techno,430039.9866,2.680166878,7,5
27966.51158,Of Photographer Healthy Algerian,Jazz,429700.7751,2.679181934,2,5
27989.85721,Squirrels I'm,Death Metal,429361.5637,2.678196989,1,5
28013.20284,Typical Uzbek,Indie,429022.3522,2.677212044,7,5
28036.54846,Veterinarian Jeep Maximus Messy Playing,Punk,428683.1408,2.6762271,3,5
28059.89409,Better have Morgan Primrose Complete Heart,Gospel,428343.9293,2.675242155,3,5
28083.23972,Ewe Elegant As Magyar Hungarian State of Entertaining,Rap,428004.7179,2.67425721,4,5
28106.58534,Califiornia,Rap,427665.5064,2.673272266,8,5
28129.93097,Civil,Lounge,427326.295,2.672287321,5,5
28153.2766,Geese,Boy Band,426987.0835,2.671302376,1,5
28176.62222,Lamacorno Findus Yellow Alpaca,Dance,426647.8721,2.670317432,9,5
28199.96785,Vampire Turkmen,Indie,426308.6606,2.669332487,5,5
28223.31348,Messy Reasonable,Black Metal,425969.4492,2.668347542,6,5
28246.6591,Matteo Remarkable Loves Chevrolet Dodge,Rap,425630.2377,2.667362597,1,5
28270.00473,Secret Steel And,Pop,425291.0263,2.666377653,1,5
28293.35036,Medical Forget It,Trap,424951.8148,2.665392708,2,5
28316.69598,Psychologist Hear Uzbek Interesting,Country,424612.6034,2.664407763,3,5
23007,Life Of A King,Pop,449375.0392,2.736308725,5,5
28340.04161,Wipe,Hard Rock,424273.3919,2.663422819,10,5
28363.38724,The Greater Shame,Jazz,423934.1805,2.662437874,7,5
28386.73286,Pharmacist Develop Powerful Silence,Dance,423594.969,2.661452929,2,5
28410.07849,Forgive Georgia My High Realistic,Black Metal,423255.7576,2.660467985,1,5
28433.42412,Similar The Queen,Rock,422916.5461,2.65948304,3,5
28456.76974,Calamity Jane New Face At Home My Life Tata Motors,Blues,422577.3347,2.658498095,8,5
28480.11537,Isuzu Clam Principale Dancing Riding,K-Pop,422238.1233,2.657513151,5,5
28503.461,Invention,Rap,421898.9118,2.656528206,3,5
28526.80662,Beautiful People,Dance,421559.7004,2.655543261,8,5
28550.15225,Lonely Practical To my Beloved,Brit-Pop,421220.4889,2.654558317,7,5
28573.49788,Garden Eland Algeria No Human Friendly,Latino,420881.2775,2.653573372,6,5
28596.8435,Squirrel Toe,Black Metal,420542.066,2.652588427,7,5
28620.18913,Scarce Legal Arrange Klingon Come On,Pop,420202.8546,2.651603483,10,5
28643.53476,Pakistan Social Worker Architect,Rap,419863.6431,2.650618538,8,5
28666.88038,Sadness Spoon Unfortunate Permit,Punk,419524.4317,2.649633593,10,5
28690.22601,Tata Motors Visible Entire Incredible,Deep House,419185.2202,2.648648649,5,5
28713.57164,Latter Nervous Muddy Arabic,Dance,418846.0088,2.647663704,6,5
28736.91726,For my Impossible Of Distance Of Lover,Indietronica,418506.7973,2.646678759,9,5
28760.26289,Balance,Western,418167.5859,2.645693815,8,5
28783.60852,Belligerent Below the,Dance,417828.3744,2.64470887,6,5
28806.95414,Malay Bertie Said,Latino,417489.163,2.643723925,2,5
28830.29977,Chevrolet Come,Rock,417149.9515,2.642738981,1,5
28853.6454,Remarkable,Lounge,416810.7401,2.641754036,7,5
28876.99102,Girl Sudden,Black Metal,416471.5286,2.640769091,4,5
28900.33665,Cadillac Ugly,Boy Band,416132.3172,2.639784147,9,5
28923.68228,Present Of Rock Way Suzuki Incredible,Indie,415793.1057,2.638799202,2,5
28947.0279,So Sad or So Mad Existing Swedish Go!,Pop,415453.8943,2.637814257,4,5
28970.37353,Words Detailed,Indietronica,415114.6828,2.636829313,1,5
28993.71916,Don't You Bertie Said Sudden Of Love Towering,Dance,414775.4714,2.635844368,2,5
29017.06479,Poland,Compilation,414436.2599,2.634859423,4,5
29040.41041,Impressive I'll Realistic,Rock,414097.0485,2.633874479,7,5
29063.75604,Of Lover,Parody,413757.837,2.632889534,2,5
29087.10167,Severe American Boy,Punk,413418.6256,2.631904589,3,5
29110.44729,Saudi Catch Me From Italy Party,Latino,413079.4141,2.630919644,4,5
29133.79292,Cadillac,Deep House,412740.2027,2.6299347,9,5
29157.13855,Zebra General Motors Slovak Reforge,Rap,412400.9912,2.628949755,6,5
29180.48417,Believe Vauxhall Substantial China Beautiful People,Rock,412061.7798,2.62796481,5,5
29203.8298,The Streets,Latino,411722.5683,2.626979866,6,5
29227.17543,Aboriginal Daihatsu,Metal,411383.3569,2.625994921,9,5
29250.52105,Mister,Folk,411044.1454,2.625009976,7,5
29273.86668,Miss Johnson Useful Adjoining I'm,Metal,410704.934,2.624025032,3,5
42119,Gnu In the Sky Entire To my Best,Pop,641084,2,5,7
1720,Star Trek,Lounge,846578,1,9,9
34382,Fear Lover At Home Boy,Jazz,890304,1,9,9
21952,Are Don't Forget Me,Parody,306037,3,4,4
896,Italian Humans Ultra-Maximus Maria,Pop,858245,1.5,3,9
18826,Large They Fish,Rock,217334,4,2,3
32701,Follow Better Audi,Latino,529298,4,7,6
555,Show,Indie,601080,4.5,7,7
5449,Isuzu Administrative Boring Sings,Latino,826445,0.5,3,9
2386,Verdura in Da Jeans,Country,1629,3,2,1
29642,Form Kenworth,Boy Band,94604,5,1,1
26909,Flippin' Pony Weird Find Cute Hook,Pop,674486,4.5,5,7
7000,Indonesia Mix Moccasin Sing Dentist,Deep House,829685,2,1,9
18755,Distance,Compilation,337129,1,2,4
39142,Urdu Of Love History Fierce,Boy Band,891729,1,2,9
34664,United Hunted,Metal,303293,2.5,9,4
15690,That's my Loves Dominator Patrol Officer,Pop,492944,5,3,5
37990,Chef Chichen Lexus,Rap,35201,3,3,1
20254,I'm On Instagram Puma,Rock,163128,3,5,2
11399,Israel Fear China,Indie,581196,3.5,6,6
48085,Sa’idi The Direful The Queen Time,Metal,907811,1.5,7,10
38023,Of Big Messy DJ Mix,Latino,585585,1,3,6
33614,Relax Estar Saudi,Electro-Pop,241853,0.5,8,3
49196,Sheet,Rap,836926,0.5,3,9
34605,Living On A Prayer,Boy Band,708604,4.5,8,8
8628,Than Matteo The Long And Winding Road Soprattutto,Black Metal,69626,0.5,4,1
